1,1,735.14,266.36,70.80000000000007,38.839999999999975,1,1,1.0
1,2,122.4,335.0,123.6,57.30000000000001,1,1,1.0
1,3,208.5,249.5,95.30000000000001,42.60000000000002,1,1,1.0
2,1,720.61,267.2,70.79999999999995,38.84000000000003,1,1,1.0
2,2,98.65,338.35,123.6,57.299999999999955,1,1,1.0
2,3,208.5,249.58,95.30000000000001,42.569999999999965,1,1,1.0
3,1,706.08,268.04,70.79999999999995,38.839999999999975,1,1,1.0
3,2,74.9,341.71,123.6,57.30000000000001,1,1,1.0
3,3,208.5,249.66,95.30000000000001,42.53999999999999,1,1,1.0
4,1,691.55,268.88,70.80000000000007,38.84000000000003,1,1,1.0
4,2,51.15,345.06,123.59,57.30000000000001,1,1,1.0
4,3,208.5,249.74,95.30000000000001,42.50999999999999,1,1,1.0
5,1,678.47,270.72,70.79999999999995,38.839999999999975,1,1,1.0
5,2,40.92,347.57,115.05999999999999,57.30000000000001,1,1,1.0
5,3,208.5,249.82,95.30000000000001,42.47000000000003,1,1,1.0
6,1,665.39,272.57,70.80000000000007,38.829999999999984,1,1,1.0
6,2,30.69,350.09,106.52000000000001,57.30000000000001,1,1,1.0
6,3,208.5,249.89,95.30000000000001,42.44999999999999,1,1,1.0
7,1,652.31,274.41,70.80000000000007,38.839999999999975,1,1,1.0
7,2,20.46,352.6,97.97999999999999,57.299999999999955,1,1,1.0
7,3,208.5,249.97,95.30000000000001,42.41999999999999,1,1,1.0
8,1,639.24,276.26,70.79999999999995,38.829999999999984,1,1,1.0
8,2,10.24,355.12,89.43,57.30000000000001,1,1,1.0
8,3,208.5,250.05,95.30000000000001,42.389999999999986,1,1,1.0
9,1,626.16,278.1,70.80000000000007,38.839999999999975,1,1,1.0
9,2,0.01,357.63,80.89,57.30000000000001,1,1,1.0
9,3,208.5,250.13,95.30000000000001,42.360000000000014,1,1,1.0
10,1,609.53,280.99,73.58000000000004,39.39999999999998,1,1,1.0
10,2,0.01,357.63,80.89,57.30000000000001,1,1,1.0
10,3,208.5,250.21,95.30000000000001,42.33000000000001,1,1,1.0
11,1,592.89,283.88,76.38,39.97000000000003,1,1,1.0
11,3,208.5,250.29,95.30000000000001,42.28999999999999,1,1,1.0
12,1,576.26,286.76,79.15999999999997,40.55000000000001,1,1,1.0
12,3,208.5,250.37,95.30000000000001,42.25999999999999,1,1,1.0
13,1,559.63,289.65,81.95000000000005,41.120000000000005,1,1,1.0
13,3,208.5,250.45,95.30000000000001,42.23000000000002,1,1,1.0
14,1,543.0,292.54,84.73000000000002,41.69,1,1,1.0
14,3,208.5,250.52,95.30000000000001,42.21000000000001,1,1,1.0
15,1,526.36,295.43,87.52999999999997,42.25999999999999,1,1,1.0
15,3,208.5,250.6,95.30000000000001,42.17999999999998,1,1,1.0
16,1,509.73,298.31,90.30999999999995,42.839999999999975,1,1,1.0
